2,-10122.2241886749,-186749.816074744,86.868,1.077,1.040
5,65062.322379608,-275799.209380823,109.728,0.971,0.994
6,-154658.420472481,59179.4232288655,18.288,1.073,1.050
7,-52618.0843392756,-129355.345709778,56.388,0.984,0.984
8,-184706.031004322,227461.655357875,76.2,1.039,1.084
12,-156548.54342314,178484.158914414,39.624,0.929,0.953
13,-63686.8145994363,82147.0297161136,847.344,1.093,1.083
15,13350.1306990958,-206552.950079459,58.8264,1.085,1.074
19,-158097.109397228,-137271.845956384,2.7432,0.938,0.909
21,9479.77307828912,-238804.371049391,103.632,1.124,1.128
27,-165467.440517006,89747.820188452,15.24,0.988,1.003
30,-134004.009748893,96049.6057653185,9.7536,0.939,0.967
32,-174645.164066037,136417.770152224,16.764,1.008,1.021
33,69551.0097015846,-190379.2662791,106.68,0.911,0.920
35,141024.472927776,-71944.6381160365,1271.016,1.037,1.045
39,44310.0677997328,-157609.446348882,102.7176,0.935,0.923
41,428468.527442925,-541900.084400513,-33.528,0.917,0.882
43,-122457.569879001,339518.866439833,1008.888,1.091,1.144
44,246099.39547206,-446599.118892883,310.896,0.988,0.929
47,-145702.091005735,-8519.1188548035,13.716,1.130,1.143
52,-60126.5126420352,-301060.610390005,100.584,1.029,0.899
54,3681.43622120276,-263014.600908857,214.884,1.126,1.225
56,-66913.2961107042,-101968.3150287,28.956,1.057,1.058
57,-36891.5188626568,252732.503412853,1220.724,1.185,1.242
61,-184571.446751285,188316.741368891,60.3504,1.017,1.025
62,257693.179875875,-499325.016116699,432.816,1.009,0.893
64,-7266.49094758146,-381460.278140661,149.352,1.077,1.368
68,400345.713732197,-574641.474932388,12.192,1.018,0.989
70,-107505.234091598,-19488.104638862,10.0584,0.969,0.997
71,-104655.531550089,-40603.2242845218,10.668,1.001,1.035
75,211338.434204712,-478178.737514559,124.968,1.053,1.149
77,-210137.074475238,48483.1779987202,57.912,1.039,0.993
78,201876.362289119,-437561.366530957,222.504,0.940,1.025
80,22955.1381546435,-132865.824789163,103.3272,1.015,1.000
82,212473.036800983,-429164.313230116,493.776,0.900,0.874
83,-244187.907086723,46647.2837397163,24.384,1.057,1.038
84,-113445.893408805,138196.09237611,286.512,1.011,1.048
86,84299.8308073452,-183639.687126085,146.304,0.902,0.920
87,426887.813952795,-568238.266517559,-15.24,0.957,0.940
88,29775.9779638205,-341518.133907989,697.992,1.114,1.222
89,-136603.936247949,-155289.905400199,36.576,1.082,1.155
90,-40187.0686042271,380229.537636733,1342.644,1.043,1.042
91,-122290.65032684,438818.791189716,1229.868,1.055,1.076
94,12003.5145140154,-393864.172416267,195.072,1.085,1.037
99,140627.17906179,-440122.151789774,103.632,1.014,1.042
101,111353.645300197,-403851.450375363,195.072,1.382,1.282
103,-246341.314878111,60366.2504726262,25.908,1.070,1.090
104,-177445.918747569,-111397.857393899,91.44,1.140,1.217
105,-34095.3654603638,-153590.73768518,58.2168,1.114,1.108
106,-267317.398882649,111758.956747225,160.02,1.081,1.142
107,24123.9762326374,-397609.97801112,76.2,0.948,1.147
109,-205897.992969818,25139.2519704285,1.524,1.021,1.011
113,-97501.5666545253,-210104.689797717,164.592,1.146,1.212
114,-115747.399693402,-184735.82001291,71.628,1.021,1.055
116,-150912.809709586,-143112.647870843,18.5928,0.909,0.831
117,251251.086045889,-389737.836327808,880.872,1.005,1.051
118,325890.618529801,-457717.051675996,119.4816,0.918,0.884
121,-155828.516072941,45845.3235573694,11.2776,1.056,1.056
122,-156428.407768631,31126.1428594179,3.048,1.117,1.189
123,-185059.628112822,26256.5962019898,10.668,1.034,1.082
124,-65094.4011065613,-124951.84172753,55.7784,1.058,1.060
126,-121336.019588415,-128245.925406826,103.632,1.012,1.015
129,-154996.013023571,-122364.950958547,19.812,1.040,0.942
131,-105960.659008118,71113.673506788,80.772,0.916,0.950
132,-145122.65604065,-94886.2182680978,117.348,1.126,1.167
133,163086.142032467,-422842.732250329,338.6328,0.917,0.999
134,275842.394831693,-343643.424605414,621.792,0.914,0.925
135,504616.68629714,-469069.015297467,83.82,0.993,1.032
136,357193.977715499,-491742.839883416,3.6576,0.965,0.907
137,275718.955040603,-490863.784871747,468.1728,0.955,1.019
138,71265.8928548635,-267912.567768224,126.492,0.952,0.964
140,-146599.709030836,13008.5971528115,0,1.126,1.181
141,372264.043307589,-489653.853304198,-54.864,0.903,0.853
142,54496.6116324916,-143808.268573419,137.16,1.020,1.028
144,-228611.909641653,30953.0939738615,29.5656,1.035,1.002
145,-16560.949519438,-111128.973727711,70.104,0.996,1.003
146,27989.3769682483,-278968.304135833,124.968,0.992,1.043
147,287622.144756719,-593558.164028903,176.784,1.009,1.109
148,-34223.7003116927,-77993.5437637242,60.96,0.989,0.985
149,-191738.606746715,-23998.7707223636,44.196,0.898,0.946
150,267611.360761034,-565636.197789745,135.636,0.999,1.109
151,498416.700844894,-483931.251847828,76.5048,0.934,0.934
152,92822.8231753837,-421336.014471726,39.624,0.984,0.949
153,282601.135656645,-543535.679237605,118.872,1.028,1.109
156,73971.9405977177,-419934.591464538,14.6304,1.005,1.049
157,-216397.135160985,494.338481239509,1.524,1.095,1.039
158,-231826.469403285,48058.3114354014,82.296,1.035,1.050
159,185722.50576863,-427956.8361575,181.356,0.917,0.932
160,-66833.0906785108,-297699.425080979,86.868,0.987,0.864
161,-100591.603691056,-63585.6969942553,55.7784,1.096,1.094
162,346745.571705476,-467480.758942353,12.192,1.126,1.121
163,-58760.3762178517,-282509.197125798,269.748,0.982,1.041
165,-19444.2903552922,-352721.401106776,163.3728,0.987,1.006
166,-121385.588503958,13512.5333352289,7.62,0.922,0.963
167,-129869.159314078,-31281.6241043122,24.9936,1.163,1.231
168,-68748.8580144639,-51215.8274916057,42.672,0.955,0.980
169,81542.4761947685,-214608.9730876,121.92,0.898,0.887
170,-177124.687846723,1776.81071087718,10.668,1.064,1.104
171,-181015.991976163,-44463.8317499771,4.8768,1.043,1.027
173,257509.765728856,-564159.668803438,102.108,0.902,0.884
174,176449.200316677,-466720.488289375,5.1816,0.967,1.210
175,491416.819736326,-500814.898367623,70.104,0.923,0.948
176,342582.230138692,-474364.010649619,12.8016,0.916,0.960
177,-161334.719590969,-122554.926995642,64.6176,1.050,1.052
178,-188130.226779784,-17747.1915182448,155.448,1.055,1.028
179,269629.914309092,-479371.159995139,495.6048,1.016,1.121
181,405431.952971293,-539033.601068117,-60.96,0.920,0.892
182,67140.2823697337,-242406.844125219,91.44,0.931,0.949
184,268489.354639791,-582925.189888085,114.9096,1.001,1.050
187,-221290.926453115,11238.340081004,0.3048,1.147,1.149
188,-13327.051793133,-110748.781913468,73.7616,0.935,0.890
190,-20593.3761385411,-181640.538321694,82.296,1.052,1.004
191,-166045.132735617,-37524.0135893901,102.108,1.098,1.095
192,256131.66208549,-414015.36975556,1569.1104,0.931,0.993
193,-172771.943856996,-151985.938287257,15.24,1.090,1.116
194,-74889.8812578187,-31810.2176505369,50.292,0.983,1.004
195,-95573.0556238833,97402.7349822065,284.988,0.977,0.995
196,-174960.513249985,76939.5282851658,53.0352,1.086,1.029
197,180338.954487969,-376058.39670165,777.24,1.055,1.147
198,82354.2063345764,-409762.158793096,66.4464,1.087,1.010
199,288637.400845384,-415057.002599609,2106.168,0.904,0.880
200,347186.661709859,-467188.660202278,12.192,1.053,1.056
201,465291.669510965,-580928.481868716,36.576,1.011,1.003
202,-51063.8584838245,-331897.126738557,77.724,0.929,0.837
203,44779.6300443317,-239266.440107956,64.008,1.025,1.068
204,136207.865604543,-397798.306760463,429.768,1.213,1.119
205,-32365.3598203587,-204517.237826797,222.504,1.180,1.160
206,-66571.8421632522,-52038.5218194015,45.72,0.967,0.974
207,338840.831107927,-520781.410832415,176.1744,1.030,1.057
208,345632.985558893,-475062.370725652,10.9728,0.960,0.931
209,-162244.508101099,-121083.019104179,73.152,0.987,0.884
210,-168252.589573185,-162340.791136376,22.86,1.122,1.303
211,-136564.449179857,-110205.188095428,56.388,1.118,1.126
212,-152115.655903103,30487.7770749941,2.1336,1.103,1.142
214,-137341.918051238,-153480.038364008,46.6344,1.039,0.955
215,131614.08520545,-412854.186045136,468.1728,1.199,0.904
216,148914.650543311,-416484.474835805,298.704,1.084,1.121
218,356651.43946949,-483775.97249927,-45.72,1.038,1.019
219,124858.718025688,-421512.55403436,282.2448,1.114,1.242
220,171681.531498278,-378760.312778136,801.624,1.003,1.103
221,411903.514778891,-379426.266271264,47.244,1.001,0.960
224,-195442.489357192,292807.754321425,180.4416,0.995,1.056
226,-157445.611565141,74466.6154341204,24.9936,1.064,0.989
227,-69656.3611911638,54982.8591504889,463.296,0.934,0.945
228,-68956.6032301929,69181.0927638449,624.84,1.046,1.018
229,-159658.037665286,-159258.818386602,97.536,1.101,1.208
230,26194.3669033356,-401132.577634026,134.112,0.994,1.008
231,-46995.0582198,-371449.055945088,16.764,0.957,1.382
232,-42441.4745606248,-344690.899527698,65.532,0.991,1.035
235,-139798.764411261,88069.2050869595,7.3152,0.971,0.972
237,274972.27763713,-491776.373558923,466.344,1.070,1.024
238,261741.152820148,-453351.863966368,488.8992,0.989,0.895
240,259425.792883485,-468953.621078778,433.1208,1.067,1.201
